date,education
98597,C4+
98741,C4+
98740,C4+
98739,C1-3
98733,12orGED
98727,C4+
98719,C4+
98709,C4+
98698,12orGED
98582,C1-3
98598,C4+
98628,C4+
97709,C4+
97800,C4+
97793,C4+
97765,C4+
97740,C4+
97830,C4+
97726,C4+
97719,C4+
97712,C1-3
97827,C4+
98605,C4+
97835,C4+
97892,C1-3
97940,12orGED
97939,12orGED
97929,C4+
97921,C4+
97916,C1-3
97837,12orGED
98686,C4+
98636,C1-3
97086,C4+
96931,12orGED
97703,C4+
97689,C4+
96976,C4+
96975,C4+
96970,C1-3
96961,C4+
96953,C4+
96937,C1-3
96928,C4+
98399,C4+
96925,12orGED
96922,C4+
96897,C4+
96877,C4+
96851,C1-3
96987,C4+
97061,C4+
97094,12orGED
98397,C1-3
98402,C4+
98629,C1-3
98272,C4+
98492,C4+
98358,C1-3
98335,9-11
98325,C4+
98314,C4+
98313,C4+
98363,C4+
98283,12orGED
98261,C4+
98410,C1-3
98359,C4+
98366,C4+
98488,C1-3
98484,C1-3
98476,12orGED
98468,C1-3
98460,C1-3
98376,12orGED
72312,C4+
72314,C1-3
72315,12orGED
69242,12orGED
69037,C1-3
69033,12orGED
69016,C4+
69007,C4+
69050,C1-3
69001,C1-3
68980,12orGED
68971,C1-3
68969,12orGED
68962,C4+
69049,C4+
69052,C4+
69169,C4+
69164,C4+
69163,12orGED
69155,C4+
69146,C4+
69130,12orGED
69054,C1-3
69039,12orGED
69048,C4+
68959,C4+
69174,C4+
69230,C4+
69229,12orGED
69215,C4+
69211,12orGED
69204,C4+
69192,C4+
69191,C4+
69187,12orGED
69399,C4+
69323,C1-3
69395,C4+
69394,C1-3
69392,C4+
69390,C4+
69375,C1-3
69350,12orGED
69341,C4+
69329,C4+
69101,C4+
69095,C1-3
69070,C4+
71431,C4+
71072,C4+
71066,12orGED
71120,C4+
71119,C4+
71289,C4+
71425,C4+
71459,C4+
71451,C4+
71426,C4+
71106,C4+
71468,C4+
71404,12orGED
71396,C4+
71391,C4+
71538,C4+
71524,C4+
71499,12orGED
71491,C4+
71078,C4+
71079,C1-3
69055,C4+
71174,C4+
70216,C4+
70220,C4+
70231,C4+
71205,C1-3
71202,C1-3
71201,C1-3
71191,C4+
71186,C1-3
71158,C4+
71100,C4+
71215,12orGED
71284,C4+
71262,C4+
71249,C4+
71245,C1-3
71241,C4+
71229,C4+
71103,C4+
69236,C1-3
69248,12orGED
72328,C4+
69269,C4+
69974,C4+
69926,C4+
69964,C4+
69960,C4+
69959,C4+
69951,C4+
69934,C4+
69931,C4+
69928,12orGED
69437,C4+
68836,C4+
68829,C1-3
68823,C4+
68818,12orGED
68793,C4+
68766,C4+
68740,C4+
68731,12orGED
68719,C1-3
69975,C4+
69981,12orGED
69983,12orGED
69840,C4+
69900,12orGED
69896,C4+
69882,C4+
69872,C4+
69918,C1-3
69860,C4+
69856,C4+
69841,C1-3
69835,C4+
69987,C4+
69832,C4+
69915,C4+
69924,C4+
69996,C4+
69972,C4+
69994,C4+
69991,C4+
69989,C4+
68718,C4+
68705,C4+
68697,C4+
68651,C4+
68602,C4+
68558,C4+
68551,C4+
68521,12orGED
68607,C4+
68668,C4+
68655,C4+
68654,C4+
68649,C4+
68570,C4+
68645,C1-3
68638,C4+
68621,C4+
68620,C4+
68619,C4+
68946,C1-3
69238,C4+
69277,C4+
68569,C4+
68587,12orGED
68837,9-11
68914,C4+
68843,C4+
68846,C4+
68938,C4+
68937,C1-3
68928,12orGED
68922,C4+
68921,C1-3
68917,C4+
68851,C4+
68596,12orGED
68895,C4+
68893,12orGED
68867,12orGED
68863,12orGED
68860,C1-3
68857,C4+
68690,C4+
68684,C1-3
71490,C4+
71476,C1-3
71388,C4+
71332,C1-3
70814,12orGED
70802,C1-3
70799,12orGED
70797,C4+
70793,C4+
70771,C1-3
66174,C1-3
66173,C4+
66166,C1-3
66162,C4+
66160,C4+
66159,12orGED
66150,C4+
66147,C4+
66144,12orGED
66143,C4+
66141,C1-3
66136,C4+
66134,C4+
70823,C1-3
70830,C4+
70832,C4+
70712,C1-3
70967,C4+
70996,C1-3
70971,12orGED
70860,12orGED
70661,C4+
70736,C4+
70725,12orGED
70715,C4+
70710,C4+
70834,C4+
70709,C4+
70701,C4+
70691,C4+
70682,C4+
70680,C4+
70667,C4+
70852,12orGED
70848,C4+
66131,C4+
66128,C4+
66180,C4+
66093,C4+
65968,C4+
65960,C4+
65959,C4+
65937,C1-3
65934,C1-3
66018,C4+
66110,C4+
66101,C4+
66089,C1-3
65973,C4+
66072,C1-3
66070,12orGED
66067,C1-3
66066,C1-3
66053,12orGED
66050,12orGED
66033,C4+
66032,C1-3
65970,C1-3
65974,C4+
66182,C4+
66198,C4+
66185,C1-3
66214,12orGED
66262,C4+
66247,C4+
66232,C4+
66225,C4+
66187,C1-3
66203,C4+
66193,12orGED
65977,12orGED
66191,12orGED
66189,C1-3
66127,C4+
66126,C4+
66125,C4+
65984,C4+
66006,C4+
65994,12orGED
71010,C4+
71011,C1-3
71016,C1-3
70616,C4+
70444,C1-3
70564,C4+
70622,C4+
70647,C1-3
70644,C4+
70642,C1-3
70636,C4+
70629,C4+
70611,C1-3
70453,12orGED
70609,C4+
70603,C4+
70601,C4+
70594,C1-3
70588,C1-3
70435,C4+
70434,12orGED
70280,C1-3
70448,C4+
70456,C4+
70317,12orGED
71046,C4+
71328,C4+
71342,C4+
71311,C4+
71368,C4+
71367,C4+
71361,C4+
71356,C4+
71354,C4+
70234,C4+
70461,C4+
70554,12orGED
70550,C4+
70536,C4+
70529,C4+
70509,C4+
70506,C4+
70499,C4+
70476,C1-3
70320,C1-3
70293,12orGED
71017,C4+
70895,C4+
70353,12orGED
70350,C4+
70656,C4+
70897,12orGED
70929,C1-3
70924,C1-3
70905,C4+
70903,C1-3
70883,C4+
70359,C1-3
70878,C1-3
70863,C1-3
70862,12orGED
70959,C4+
70859,C1-3
71028,C4+
71021,C4+
71018,C1-3
70354,C4+
70360,C4+
70288,C1-3
70240,C4+
70287,C1-3
70285,C4+
70281,C4+
70277,12orGED
70268,C4+
70259,12orGED
70251,C1-3
70243,C4+
70237,C4+
70362,C4+
70325,12orGED
70426,9-11
70369,12orGED
70422,C4+
70414,C4+
70409,C4+
70408,C1-3
70402,C4+
69998,12orGED
69999,C4+
70146,C1-3
82724,C1-3
79762,C1-3
79757,C4+
79754,C4+
79742,C4+
79657,C4+
79734,C4+
79730,C1-3
79718,C4+
79709,C1-3
79707,C4+
79671,C4+
79658,12orGED
80851,C4+
82158,12orGED
82153,C4+
82139,C4+
82137,C4+
82118,C1-3
82112,C4+
79769,C4+
79775,C1-3
79736,C4+
79876,C4+
79907,C4+
79898,C4+
79874,C1-3
79894,C4+
79890,C1-3
79888,C4+
79884,C1-3
79879,12orGED
79795,C4+
79655,C4+
79786,C1-3
79634,C4+
79610,C1-3
79606,12orGED
79574,12orGED
79563,C1-3
79562,C1-3
79561,C4+
82081,C4+
82075,C1-3
82206,C4+
81903,C4+
81716,C4+
81715,C1-3
81811,C4+
81947,C1-3
81936,C1-3
81934,C1-3
81916,C1-3
81914,C4+
81812,C4+
81722,C1-3
81877,C1-3
81829,C1-3
81820,C1-3
81815,C4+
81814,C1-3
82370,C4+
82811,C1-3
82753,C4+
81808,C1-3
81735,C1-3
82230,C1-3
82314,12orGED
82315,12orGED
82368,12orGED
82366,C4+
82357,C1-3
82352,C1-3
82334,12orGED
82329,C4+
82326,C4+
82293,C4+
81745,C1-3
82282,C4+
82032,C4+
81731,C4+
81797,12orGED
81785,12orGED
81781,12orGED
81758,C4+
81751,C1-3
79911,C4+
79918,C4+
79922,C4+
79491,C4+
79337,C1-3
79441,C4+
79480,C4+
79525,C4+
79511,C4+
79509,C4+
79502,12orGED
79500,C4+
79490,C1-3
79358,C1-3
79484,C1-3
79476,12orGED
79474,C4+
79472,C4+
79470,12orGED
79464,C1-3
79455,C4+
79311,C4+
79353,C4+
79367,C1-3
79122,C1-3
79943,C4+
80463,C4+
80522,12orGED
80518,C1-3
80513,C4+
80504,C4+
80480,12orGED
80469,C4+
80466,12orGED
79942,C1-3
79373,C4+
79935,C1-3
79438,C4+
79436,C4+
79427,12orGED
79426,C4+
79413,C1-3
79410,C4+
79409,C4+
79307,C4+
79154,C4+
79927,C4+
79832,12orGED
79557,C4+
79857,C1-3
79851,C1-3
79848,C1-3
79841,12orGED
79834,12orGED
79868,C4+
79833,12orGED
79830,C4+
79197,C4+
79817,C1-3
79811,C4+
79805,C4+
79802,C4+
79864,C4+
79794,C1-3
79932,12orGED
79931,C1-3
79194,C1-3
79209,C4+
79146,12orGED
79073,C4+
79144,C4+
79124,C4+
79123,C4+
79175,C1-3
79112,C4+
79104,C1-3
79095,C1-3
79077,C4+
79072,C4+
79221,12orGED
79302,C1-3
79301,C1-3
79293,C4+
79261,C1-3
79248,C1-3
79180,C1-3
79240,12orGED
79223,C1-3
82746,C4+
82836,12orGED
70159,12orGED
82878,C4+
69753,C4+
69752,C4+
69620,C4+
69616,C4+
69486,C4+
69508,1-8
69503,C4+
69487,C4+
69484,C4+
69475,C4+
69466,C4+
69449,C1-3
69444,C1-3
69442,C1-3
69540,C1-3
69583,C4+
69614,C1-3
69604,C1-3
69597,C4+
69757,C4+
69758,C4+
69767,C1-3
69636,9-11
69699,C4+
69697,C4+
69696,C1-3
69680,C1-3
69674,C1-3
69663,C4+
69652,C4+
69639,C4+
69627,C1-3
69772,12orGED
69727,C1-3
69742,12orGED
69792,C4+
69787,C1-3
69784,12orGED
69783,C4+
69778,C1-3
69774,C1-3
69592,C1-3
69590,C4+
69584,C1-3
70196,C4+
70016,C4+
70004,C4+
70137,C1-3
70141,C4+
70213,C4+
70203,C4+
70200,C4+
70199,C4+
70192,C4+
70025,12orGED
70189,C4+
70187,C4+
70144,C4+
70182,12orGED
70179,C4+
70176,C4+
70167,C1-3
70165,C4+
70017,C4+
70032,C4+
69580,C4+
69818,C4+
69577,C4+
69576,C4+
69560,C4+
69558,C4+
69554,C4+
69550,12orGED
69547,C4+
69807,C4+
70131,C4+
70041,C4+
70126,12orGED
70119,C1-3
70112,12orGED
70103,12orGED
70094,12orGED
70090,C4+
70058,C4+
70052,C4+
69701,C4+
69722,C4+
69811,C1-3
81245,C4+
81228,C4+
81223,C4+
81219,C4+
81187,C1-3
81179,C4+
81172,C4+
81158,1-8
81153,C1-3
81398,C4+
81243,C1-3
81396,C1-3
81359,C4+
81326,12orGED
81257,C4+
81295,C1-3
81290,C4+
81270,12orGED
81139,12orGED
81230,C4+
80865,C1-3
80960,C4+
82415,C4+
83005,C4+
82999,C1-3
82969,C4+
82966,C4+
82949,C1-3
82917,C4+
82516,12orGED
82420,C4+
82400,C4+
82586,12orGED
82397,C4+
82388,C1-3
82383,12orGED
82380,C1-3
82513,C4+
82661,C1-3
82649,C4+
82594,C1-3
80961,C1-3
80953,C1-3
81536,C4+
81488,C4+
81662,C4+
81647,12orGED
81421,12orGED
81477,C4+
81531,C4+
81526,C4+
81522,C4+
81491,C1-3
81484,C4+
81681,C4+
81466,C4+
81463,C1-3
81452,C1-3
81433,C1-3
81430,C1-3
81556,C4+
81554,C4+
81541,C4+
81669,C4+
81683,C4+
80929,C4+
81057,C1-3
80918,C1-3
80916,C4+
81003,C4+
81132,12orGED
81127,C4+
81105,C4+
81085,C1-3
81075,C1-3
81032,C4+
81685,C4+
81023,C1-3
81021,C4+
81019,C4+
81417,C4+
81614,C1-3
81610,C4+
81597,C4+
81596,C4+
66617,C1-3
66616,12orGED
66614,C4+
74073,C1-3
73364,C4+
73359,C4+
73354,C4+
74476,C4+
74465,C4+
74453,C1-3
74450,C4+
74444,C4+
74501,C4+
74507,C4+
74512,12orGED
74442,C4+
74441,C4+
74379,C4+
74378,C4+
74375,C4+
74374,C4+
74370,C4+
74357,C4+
73295,C4+
73301,C4+
73311,C4+
73178,C1-3
73262,C4+
73261,C4+
73255,C4+
73146,C4+
73154,12orGED
73147,C4+
73141,C4+
73122,C4+
73202,C1-3
73315,C4+
73201,C4+
73419,9-11
73413,C4+
73399,C4+
73456,C4+
73427,C1-3
73437,C4+
73389,C1-3
74331,12orGED
74325,C4+
74317,C4+
74619,C1-3
74568,12orGED
74583,C1-3
74579,C4+
74576,C4+
74572,C1-3
74588,C1-3
74629,12orGED
74620,C4+
74590,C4+
74709,12orGED
74612,12orGED
74606,C4+
74013,C1-3
74011,C4+
74003,C1-3
74030,C4+
74078,C4+
74076,C4+
74703,C4+
74714,C4+
74309,12orGED
74681,C1-3
74433,C4+
74413,C1-3
74412,C1-3
74409,C1-3
74402,1-8
74395,C4+
74383,C1-3
74689,12orGED
74668,9-11
74715,C1-3
74664,C4+
74662,C4+
74660,C4+
74646,C1-3
74645,C1-3
74727,C1-3
74734,C4+
74723,C4+
73291,C4+
73248,12orGED
73463,C1-3
67270,C4+
67243,12orGED
67337,C1-3
67333,C4+
67319,9-11
67317,C1-3
67314,12orGED
67297,C1-3
67293,C1-3
67268,12orGED
67187,12orGED
67262,12orGED
67258,C4+
67253,C1-3
67249,C4+
71560,C4+
73597,C4+
73596,C1-3
73585,C1-3
67181,C1-3
67192,C1-3
73572,C4+
67228,C1-3
67515,C4+
67505,C4+
67497,C4+
67487,C4+
67484,C4+
67356,C4+
67208,C4+
67237,C4+
67222,C1-3
67194,12orGED
67220,C1-3
67219,9-11
67214,C4+
67212,C1-3
67247,12orGED
67204,C4+
67199,C1-3
67195,C4+
73580,C1-3
73620,C4+
73762,C4+
73739,C4+
73824,C4+
73820,12orGED
73817,C4+
73806,C1-3
73855,C4+
73894,12orGED
73885,C1-3
73858,C4+
73738,C4+
73836,C4+
73734,C4+
73722,C4+
73748,C1-3
73794,12orGED
73775,C4+
73793,12orGED
73790,C4+
73765,C4+
73827,C4+
73837,C4+
73665,C4+
73626,C4+
73664,C1-3
73660,C4+
73658,C4+
73656,C1-3
73655,C1-3
73646,C1-3
73639,C1-3
73627,C1-3
73495,C4+
73840,C1-3
73488,C4+
73557,C4+
73549,C1-3
73548,C4+
73535,C4+
73526,C4+
73683,C4+
73845,C1-3
74075,C4+
74056,C4+
67555,C4+
74055,C4+
72696,C4+
72695,C4+
72689,12orGED
72688,C4+
72672,C4+
72770,C1-3
72768,C4+
72765,C4+
72744,C4+
72754,C1-3
72751,C1-3
72748,C4+
72884,C4+
73056,C1-3
73051,C1-3
73039,12orGED
73035,C1-3
73025,C1-3
73023,C1-3
72841,C4+
72842,C4+
72861,C4+
72818,C1-3
71775,C1-3
71786,12orGED
71760,C4+
71757,C4+
71804,C1-3
71791,C1-3
72830,12orGED
72826,C1-3
72811,12orGED
72864,C1-3
72797,C4+
72795,C4+
72837,C4+
72838,C4+
72860,C4+
72872,C4+
72869,C4+
72866,C4+
73103,C4+
73092,C4+
73089,C4+
72392,C4+
72361,C4+
72352,C4+
72410,C1-3
72425,12orGED
72422,C4+
72391,C1-3
72397,C1-3
72393,12orGED
72342,C4+
72389,C4+
72341,C4+
72281,C4+
72279,12orGED
72256,C4+
72250,C1-3
72248,C4+
72292,C1-3
72331,C4+
72376,C1-3
72649,C1-3
73087,C4+
72943,12orGED
73081,C1-3
73077,12orGED
73070,C4+
73069,C4+
73006,C4+
73002,C4+
72885,C4+
72917,12orGED
72933,C1-3
72969,C4+
72891,C4+
72952,C1-3
73000,C4+
72997,C1-3
72993,C4+
72990,12orGED
72982,C4+
72981,C1-3
71781,C1-3
71890,C4+
71879,C4+
74195,C4+
74291,C4+
74281,C4+
74258,C4+
74253,C1-3
74123,C4+
74115,C4+
74103,C1-3
74100,C4+
74192,C1-3
74297,C1-3
74183,12orGED
74152,C4+
74144,C1-3
72038,C4+
72036,C4+
72032,C4+
72028,C4+
72027,C1-3
74292,C4+
74304,C1-3
72014,C4+
73954,C1-3
74047,C4+
73998,12orGED
73953,C4+
73950,C1-3
73933,C4+
73927,C4+
73926,C1-3
73903,C4+
73960,12orGED
74196,C4+
73984,C1-3
73988,C4+
73969,C4+
74092,12orGED
74231,12orGED
74224,C4+
74217,C1-3
74201,C4+
72015,C1-3
72047,12orGED
71908,C1-3
71618,C1-3
71693,C4+
71694,C4+
71714,C4+
71750,C4+
71716,12orGED
71715,C4+
71704,C4+
71701,C4+
71609,C1-3
71667,C1-3
71620,C1-3
71574,C4+
71569,C4+
71568,C1-3
71627,C4+
71753,C4+
71860,C4+
71875,C4+
71666,C4+
71677,C4+
72073,C4+
71990,C1-3
72071,C4+
71991,C1-3
71940,12orGED
71937,C1-3
71933,C4+
71930,C1-3
71948,C1-3
71951,C4+
71968,C4+
71679,C4+
71952,C4+
71958,C4+
72104,C4+
72121,C1-3
72161,C4+
72160,C4+
72139,C1-3
72122,C4+
67524,12orGED
67565,C4+
66610,C4+
67601,C4+
65307,C4+
65301,C4+
65300,C1-3
65293,C1-3
65552,C4+
65802,12orGED
65842,C4+
65838,C4+
65831,C4+
65825,C4+
65821,C1-3
65799,C4+
65843,12orGED
65778,C4+
65776,C4+
65769,C1-3
65768,C1-3
65764,12orGED
65758,C4+
65319,C4+
65290,C1-3
65335,C1-3
65232,C4+
65259,C1-3
65257,C4+
65256,12orGED
65248,12orGED
65284,C4+
65246,9-11
65244,C4+
65236,C4+
65231,C4+
65339,C4+
65220,C4+
65287,C4+
65329,C4+
65353,C4+
65347,C1-3
65343,1-8
65342,C1-3
65340,C1-3
65906,12orGED
65887,12orGED
65875,C4+
65730,C4+
65588,C4+
65587,C4+
65582,9-11
65576,C4+
65573,C4+
65642,C4+
65705,C4+
65735,C1-3
65720,C1-3
65592,C4+
65716,C4+
65714,C1-3
65658,C4+
65684,C4+
65680,C4+
65679,C4+
65678,C4+
65674,C4+
65589,C1-3
65593,12orGED
65874,C1-3
65748,C1-3
65873,C1-3
65844,C4+
65864,C1-3
65862,C1-3
65857,C4+
65855,C1-3
65845,C1-3
65754,12orGED
65597,C4+
65656,C4+
65639,C4+
65627,C4+
65624,12orGED
65623,12orGED
65620,C4+
65615,C1-3
65606,12orGED
65596,C4+
65263,C1-3
65273,C1-3
65376,C4+
66314,C4+
66531,C4+
66529,12orGED
66395,12orGED
66393,C4+
66391,C1-3
66414,C4+
66341,C1-3
66322,C1-3
66300,C4+
66639,C1-3
66411,C1-3
66419,C4+
66515,C4+
66514,C4+
66511,C1-3
66501,C4+
66495,12orGED
66488,C4+
66638,C1-3
66661,C4+
66456,12orGED
66623,C1-3
66596,C1-3
66591,C4+
66585,C1-3
66580,C4+
66577,C4+
66573,C4+
66559,C1-3
66544,C4+
66628,C1-3
66666,C1-3
66712,C1-3
66708,C4+
66700,C4+
66697,12orGED
66696,12orGED
66685,C1-3
66676,C1-3
66668,C1-3
66479,C4+
66450,12orGED
65383,C4+
65525,C1-3
65458,12orGED
65459,C1-3
65524,C4+
65542,C4+
65537,C4+
65534,12orGED
65529,C1-3
65528,12orGED
65519,C1-3
65388,12orGED
65500,C4+
65497,C4+
65490,12orGED
65488,C4+
65485,12orGED
65467,C4+
65465,C4+
65462,C4+
65457,C1-3
65389,C4+
66449,C4+
65442,C4+
66446,C1-3
66443,12orGED
66424,C4+
65931,C4+
65930,C4+
65916,C4+
65452,C4+
65444,C4+
65437,C4+
65393,C1-3
65431,C1-3
65429,C1-3
65426,C4+
65422,9-11
65419,C4+
65414,C4+
65411,12orGED
65398,12orGED
66719,C4+
67928,C1-3
67473,C1-3
67927,C4+
67062,C4+
67153,C1-3
67145,C1-3
67138,C1-3
67134,C4+
67131,C4+
67125,C4+
67122,C4+
67116,C1-3
67107,C4+
67063,C4+
67102,C4+
67101,C1-3
67087,C4+
67086,12orGED
67078,C4+
67066,C1-3
66974,C4+
66774,C4+
67052,C4+
66981,C4+
66983,C4+
67050,C1-3
68224,C4+
68209,C4+
68206,C4+
68194,12orGED
68175,C4+
68156,C4+
66720,C4+
67585,12orGED
67042,C4+
66986,C4+
67036,C1-3
67031,C1-3
67027,C4+
67019,C1-3
67002,C1-3
66999,C4+
66997,C4+
66995,C4+
66820,C4+
66804,C1-3
66801,C1-3
67459,C4+
66893,C4+
66873,C4+
66869,C4+
66861,C4+
66860,C4+
67159,C4+
67161,12orGED
67468,C4+
67444,C1-3
66913,12orGED
67442,C1-3
67426,C4+
67420,12orGED
67409,C4+
67472,C4+
67402,C4+
67374,C4+
67469,C4+
66907,C1-3
66915,12orGED
66785,C4+
66729,C4+
66783,C1-3
66781,C1-3
66777,C4+
66773,C1-3
66833,C1-3
66764,1-8
66762,C4+
66755,C4+
66728,C1-3
66929,C4+
66836,C4+
66969,C1-3
66967,C4+
66965,C4+
66960,C4+
66958,C4+
66940,C4+
66937,12orGED
68232,C4+
68131,C4+
68071,C1-3
67691,C4+
67957,C4+
67956,C4+
67798,12orGED
67796,C1-3
67791,12orGED
67677,12orGED
67702,12orGED
67695,C1-3
67690,C4+
67977,12orGED
67688,C4+
67686,C4+
67674,12orGED
67668,C4+
67660,C1-3
67631,C4+
67710,C1-3
67775,C1-3
67964,12orGED
67950,C4+
67750,C4+
67846,C1-3
67920,C1-3
67917,12orGED
67903,C1-3
67894,C4+
67890,9-11
67879,C4+
67875,C4+
67854,12orGED
67843,C1-3
67986,C1-3
67835,C4+
67824,C4+
67806,9-11
67930,C1-3
67943,C4+
68039,C4+
68026,C1-3
68002,C4+
67763,C4+
67712,C1-3
68072,C1-3
68413,C4+
68485,12orGED
68481,C1-3
68477,C1-3
68384,C4+
68432,C4+
68431,C4+
68423,C4+
68416,C1-3
68256,C4+
68434,C4+
68252,C1-3
68045,C4+
68118,12orGED
68110,C4+
68105,C4+
68083,12orGED
68132,C4+
68080,C1-3
68491,C4+
68255,12orGED
67741,C4+
68325,C4+
67723,C1-3
67713,C1-3
68043,C4+
68353,C4+
68352,9-11
68350,C4+
68342,C4+
68329,C4+
68318,C4+
68355,C4+
68302,C4+
68365,C1-3
68299,12orGED
68290,C1-3
68285,12orGED
68274,C1-3
68270,12orGED
68266,C1-3
38518,C1-3
38515,C4+
38505,C4+
61372,C4+
60497,C4+
60491,C1-3
60486,C4+
60474,C1-3
60470,C4+
60466,C4+
60463,C4+
60459,12orGED
60452,C1-3
60451,C1-3
60444,C4+
60439,C1-3
60430,C4+
60428,12orGED
60427,C1-3
60341,C4+
60338,C1-3
60143,C4+
60142,C4+
60504,12orGED
60400,C4+
60399,C4+
60379,C1-3
61309,C4+
61322,C4+
61317,C1-3
61312,C4+
60860,12orGED
60851,12orGED
60842,C4+
60386,C1-3
60373,C4+
60396,C4+
60369,C4+
60355,C4+
60353,C4+
60352,12orGED
60351,C1-3
60347,C4+
60346,C4+
60345,12orGED
60136,C4+
60134,C1-3
60132,C4+
60810,C4+
60734,C4+
60729,C1-3
60726,12orGED
60698,C4+
60690,12orGED
60687,C4+
60685,C1-3
60757,C4+
60834,C4+
60739,C4+
60829,12orGED
60828,C4+
60822,12orGED
60808,C4+
60760,C1-3
60800,C4+
60789,C4+
60783,C1-3
60736,C1-3
60740,C4+
60128,C1-3
60249,C4+
60126,C1-3
60167,C4+
60120,12orGED
60096,C1-3
60094,C4+
60330,C4+
60268,C4+
60254,C4+
60220,C4+
60719,C1-3
60213,C4+
60198,C4+
60183,12orGED
60177,C1-3
60170,C4+
60507,C1-3
60512,C1-3
60516,C4+
61368,C4+
61374,12orGED
65064,C1-3
61300,C4+
60958,C4+
60966,C1-3
61052,C1-3
61009,12orGED
61039,12orGED
61029,12orGED
61021,C4+
61011,C4+
61007,C4+
60967,C4+
61005,C4+
60995,C1-3
60978,C4+
60970,C1-3
61216,C1-3
61223,C1-3
61516,C4+
61512,C1-3
61509,C1-3
60863,12orGED
60871,C4+
60907,C1-3
61057,C4+
61179,C4+
61135,C4+
61169,C4+
61168,12orGED
61165,C4+
61163,C1-3
61144,C1-3
61142,C1-3
61056,C4+
60964,12orGED
60957,C4+
60956,C4+
60939,C1-3
60938,C4+
60935,C4+
60931,C4+
60923,12orGED
60922,C4+
61492,12orGED
61491,C1-3
61470,C1-3
61287,C4+
61559,C4+
61554,C4+
61542,C4+
61538,C4+
61392,C4+
61235,C4+
61297,12orGED
61294,C4+
61276,C4+
61582,12orGED
61272,C1-3
61303,C4+
61256,C4+
61255,C4+
61253,C4+
61246,C4+
61242,C1-3
61236,C4+
61570,C4+
61583,12orGED
61462,C1-3
61523,C4+
61440,C4+
61436,12orGED
61430,C4+
61422,C1-3
61413,12orGED
61409,C1-3
61406,C4+
61517,C4+
61628,12orGED
61537,C1-3
61624,C4+
61622,12orGED
61614,C1-3
61607,12orGED
61605,C4+
61593,C4+
61588,C4+
61584,C4+
60763,C4+
60683,C4+
60519,C4+
60547,C4+
45771,C4+
45958,C4+
45954,C4+
45889,12orGED
45860,C4+
45854,C4+
45844,C4+
45821,C1-3
45804,C4+
45669,C4+
45526,C4+
45524,C4+
45491,C4+
45490,C1-3
45489,C4+
45528,C4+
45483,C4+
45472,C4+
45458,C4+
45683,C4+
45693,C4+
45706,12orGED
47254,C1-3
47385,C1-3
47194,C4+
47187,C1-3
47185,C4+
47182,C4+
47165,12orGED
47158,C1-3
47153,C4+
47376,C4+
45711,C4+
47363,C4+
47314,C1-3
47301,12orGED
46667,C4+
46653,9-11
45769,C4+
45762,C4+
45754,C4+
45446,C4+
45440,C4+
45632,C4+
46090,C4+
46584,C4+
46569,12orGED
46549,C4+
46546,12orGED
45990,C1-3
46160,C1-3
46119,C4+
46108,C4+
46027,C1-3
46527,C4+
46310,C1-3
46241,C1-3
46225,C4+
46211,C4+
46209,C4+
49140,C4+
49115,C4+
49050,C4+
46592,C1-3
46517,C4+
45628,C1-3
46476,12orGED
45622,C4+
45615,C1-3
45598,C4+
45574,C4+
45573,C4+
45984,C1-3
46482,C4+
46479,C4+
46445,12orGED
46324,9-11
46444,C1-3
46437,C4+
46432,C4+
46422,C4+
46419,C4+
46410,C4+
46344,C4+
46341,C4+
47391,C4+
47598,C1-3
47599,12orGED
47009,12orGED
60638,12orGED
60629,C4+
60621,C4+
60607,C4+
60606,C1-3
60603,12orGED
55929,12orGED
55927,12orGED
46996,C4+
60668,C4+
46975,C1-3
46952,C4+
46940,C4+
46938,C1-3
46905,C4+
46889,C1-3
47026,C1-3
47099,12orGED
60666,C1-3
60669,C4+
47129,12orGED
60546,C4+
60583,C1-3
60579,C4+
60578,C4+
60575,C4+
60565,C4+
60560,C1-3
60559,C4+
60556,12orGED
60590,9-11
60672,C4+
60543,C1-3
60537,C4+
60534,C1-3
60533,C4+
60530,12orGED
60523,C4+
60587,C4+
60674,C4+
47132,C4+
47125,12orGED
47610,C1-3
47404,C1-3
47140,C4+
45429,C4+
47152,C4+
47561,C4+
47525,C4+
47492,12orGED
47476,C4+
47467,C1-3
47566,C1-3
46812,C1-3
47657,C4+
47718,C4+
47693,C1-3
47690,C1-3
47676,C1-3
47585,C4+
47634,C4+
47620,C4+
46785,C4+
46830,C4+
47104,C4+
46709,C4+
47102,C4+
47100,C4+
47085,12orGED
47040,C4+
47036,C4+
46876,C4+
46767,C4+
46734,C4+
46700,C4+
46843,C4+
46691,C4+
46679,C1-3
46672,C1-3
46774,C4+
46875,C1-3
46868,12orGED
46867,C1-3
46865,C1-3
61180,C4+
61193,C1-3
61194,C4+
59220,12orGED
64144,C1-3
64138,C4+
64119,C1-3
64107,C4+
64104,C4+
63974,C4+
63963,C4+
63813,C4+
63847,C4+
63843,12orGED
63822,C1-3
63795,C4+
63789,C4+
63773,C4+
63763,C4+
63762,C1-3
63758,C4+
63931,C4+
63948,C4+
64151,C4+
64184,12orGED
64209,C4+
64032,12orGED
63354,C4+
63384,C4+
63379,12orGED
63361,12orGED
63357,C4+
63355,C1-3
64030,C4+
64044,C4+
64020,C4+
64211,C4+
64092,C4+
64018,C4+
64004,C4+
64088,C4+
64097,C1-3
63965,C4+
