date,Age
57896,9
11910,7
11909,9
57899,8
57771,10
57772,4
57773,6
57780,8
57744,9
57745,7
57746,9
57747,6
57748,1
57749,7
11929,9
11928,10
57826,7
57803,9
57774,5
11920,9
57806,2
57807,7
57808,6
57809,3
11919,10
57810,7
57811,10
57812,6
57743,8
11931,12
57742,7
57741,7
57775,8
57776,4
57777,5
57753,6
57752,5
57751,12
57739,10
57730,5
11932,6
57731,9
57732,9
57733,8
57734,1
57735,13
57736,8
57737,4
57738,8
57740,11
57750,8
57698,12
11936,6
57697,1
65777,6
65822,7
65823,13
65824,11
65801,12
65798,6
65665,6
65797,1
65774,8
65775,8
65779,8
65819,12
65780,9
65781,7
65782,6
65783,8
65784,3
65785,5
65786,6
65787,10
65788,6
65820,7
65818,9
65790,5
65806,9
9832,7
65526,8
65662,5
65664,12
65878,10
65800,11
65803,5
65804,10
65805,6
65807,6
65817,7
65808,10
65809,11
65810,9
65811,8
65812,6
65813,12
65814,11
65815,12
65816,7
65789,10
65791,11
65771,2
65836,8
65853,13
65852,1
65839,8
65829,12
65830,11
65832,10
65833,10
65834,10
65835,7
65837,13
65877,6
65840,12
65851,13
65841,10
65846,11
65847,11
65848,10
65849,3
65850,12
65773,5
65854,7
65876,7
65792,6
65859,11
65793,7
65794,12
65795,8
65796,13
65826,6
65827,11
65828,10
65856,7
65858,8
65860,9
65872,8
65861,1
65863,12
65865,13
65866,12
65867,6
65868,8
65869,10
65870,7
65871,10
9833,10
65523,5
65522,4
65471,5
65449,9
65450,11
65451,4
65453,4
65454,5
65455,9
65456,10
9841,6
9839,5
65460,12
65448,10
65461,8
9838,9
65463,4
65464,13
65466,7
9837,4
65468,4
65469,8
65470,8
9842,6
9840,8
65521,5
65492,10
65480,12
65481,12
65482,6
65483,9
65484,3
65486,7
65487,13
65489,5
65491,3
65493,5
65472,10
65494,8
65495,10
65496,13
9836,7
65498,7
65499,8
9835,5
65474,12
65473,7
65501,5
65503,11
65551,9
65510,5
9829,6
9830,10
65527,8
65515,6
65505,10
65506,7
65507,11
65508,13
65509,6
65511,4
65504,6
65512,9
65513,6
65514,3
65516,1
9831,8
65517,7
65518,8
9834,5
65520,4
65550,5
65549,7
65548,4
65547,7
9828,6
65530,5
65531,9
65532,6
65533,7
9827,10
65535,10
65536,12
9826,10
65538,11
65539,8
65540,6
65541,10
9825,5
9824,6
65543,11
65544,7
65545,7
65546,13
65772,11
65692,2
57696,6
57645,4
11950,7
57636,8
57637,8
57638,9
57639,10
57640,8
57642,8
57643,9
57644,7
57646,2
57634,7
57647,12
57648,3
57649,4
57650,11
57651,6
57652,13
57653,6
57654,10
57655,1
57635,9
57657,9
57678,9
11944,10
11948,8
57666,3
57667,8
57668,9
11947,7
57669,10
11946,11
11945,11
57670,6
57671,5
57632,7
11943,5
57672,11
57673,7
11942,9
57675,9
11941,9
57677,8
57660,3
57658,5
57656,4
57679,9
65693,3
57686,9
57704,6
57703,8
57702,6
57690,7
57681,9
57682,5
57683,8
57684,11
57685,7
57687,8
57724,7
57688,8
57689,10
11939,6
57691,6
57701,6
57692,3
11938,5
57694,8
11937,6
57725,7
57723,8
57680,7
57712,7
11940,5
57705,7
57706,6
57707,10
57708,12
11935,10
57709,10
57710,3
57711,1
11934,7
57722,7
57713,6
57714,8
57715,3
57716,5
57717,6
57718,9
57719,2
57720,11
57721,6
11949,9
57664,8
57663,8
65681,9
65668,8
65669,7
65670,5
65671,8
65672,7
65673,11
65675,9
65676,6
65689,9
65682,10
65666,6
65683,7
65685,9
65686,4
65687,8
65688,8
65715,8
65717,5
65770,12
65718,1
65667,9
65677,10
57662,5
65703,3
65694,12
65695,3
65696,12
65697,9
65698,8
65699,6
65700,8
65701,12
65702,5
65704,6
65690,7
65706,8
65707,7
65708,3
65709,9
65710,2
65711,4
65712,3
65713,4
65691,4
65746,8
65747,8
65749,8
65737,8
65726,11
65727,4
65728,9
65731,5
65743,3
65732,8
65733,13
65734,6
65736,13
65738,7
65750,10
65739,6
65740,8
65741,8
65742,6
61432,3
61431,11
10612,10
57659,6
57661,7
65725,12
65724,10
65723,2
65722,1
65751,6
65752,11
65753,8
65755,7
65756,5
65757,9
65759,8
65760,8
65761,8
65762,7
65763,6
65765,7
65766,8
65767,11
65745,5
65744,7
65729,6
65719,5
65721,2
57282,3
57309,13
57310,9
11727,13
11719,8
11725,10
58230,9
58231,5
58232,10
11730,8
58233,4
11729,7
11728,8
58234,13
11717,10
11726,8
58235,9
58242,7
11724,10
11723,7
58237,10
58238,9
11722,3
58239,5
11718,3
11702,5
11720,6
58248,13
58244,10
58245,8
58246,11
11716,1
11715,5
11714,6
11713,7
11712,9
58247,10
11711,11
11703,7
58249,4
11710,4
11708,6
11707,6
11706,8
58250,5
58252,5
11705,10
11704,10
11721,4
58240,12
58264,7
11698,7
11676,4
11675,5
11674,8
11688,4
11689,4
58269,13
58262,7
11699,10
58256,13
58257,6
11677,4
58258,5
58259,7
11697,2
58260,7
58261,9
11696,6
58263,12
11690,1
11695,5
58278,9
58277,10
58241,7
11684,8
58254,8
11701,11
58280,6
11700,5
58270,7
11687,3
11686,3
11685,11
58271,12
58272,7
58276,7
11683,9
58273,11
11682,6
11681,9
11680,6
58274,8
58275,9
11679,7
11678,11
58243,10
58255,13
11673,5
58290,3
11663,6
11662,10
58286,11
58287,8
11661,10
58288,5
58289,5
11660,8
11659,9
11658,6
58285,8
11657,10
58291,11
11640,2
58306,9
11639,9
58308,10
11620,9
11619,3
11618,6
11664,7
11665,12
11672,5
58305,7
11645,9
58301,8
58302,8
11644,6
11643,7
58303,10
58304,9
11642,3
11641,5
58295,10
11666,7
11655,6
58332,4
11656,10
11671,9
58284,7
11670,8
11669,6
11668,11
11667,4
11617,8
11616,1
11615,6
11631,7
58310,7
58311,9
58312,8
11635,4
11634,9
11633,10
58314,8
11632,5
58318,7
58316,13
11614,7
11630,9
11629,8
11628,2
11626,8
11625,6
11624,4
11623,11
58317,10
58283,12
11636,4
11637,10
11638,4
58315,5
11613,9
11612,4
11611,9
11610,8
58322,10
11609,1
58323,9
58324,11
58325,8
58326,5
11608,10
58328,10
11607,9
11606,7
58329,10
58330,6
58319,8
11621,6
11622,9
11694,5
58265,7
11647,6
11586,5
11590,11
11589,7
58350,7
58351,3
11588,9
11587,9
58352,9
58353,8
58354,10
11585,7
58349,7
11584,6
11583,5
11582,9
11581,9
58357,8
11580,6
11579,10
11578,5
11577,10
11591,8
58348,8
58346,10
11500,4
58418,6
11506,5
11505,7
11504,8
58419,8
11503,3
58427,4
11502,6
11501,5
58421,7
58359,13
11499,12
58422,9
58423,4
58424,7
58426,6
11498,10
11542,8
11543,11
58384,6
58347,11
11592,9
58266,8
11556,1
11544,4
58360,8
11561,9
58376,13
11560,4
11559,9
58377,13
11558,11
11557,8
11555,6
58358,10
58378,10
11554,6
11552,6
11551,10
11550,7
11549,6
58379,5
58380,12
11548,1
11576,7
58344,7
58338,5
11598,3
11604,9
58334,5
11603,8
11602,3
58335,10
11601,9
58336,10
11600,12
11599,1
58339,5
58343,11
58345,5
11597,9
58340,7
58341,11
11596,4
58342,5
11595,5
11594,10
11593,4
58417,5
11507,1
58416,4
11527,7
58408,5
11516,11
58410,5
11515,2
11514,4
58411,5
58412,8
11513,6
58400,13
58333,7
11517,7
58399,10
58387,8
58388,7
58389,13
58390,8
11541,8
58391,6
11540,8
11539,10
58407,11
11518,6
11508,9
58401,10
58267,5
11693,11
11692,6
11691,9
58268,9
58331,7
11605,6
11732,8
11526,7
11525,5
11519,3
11524,8
11523,7
58402,8
58403,3
11522,4
11521,6
58404,9
11520,5
58405,6
11538,4
11537,7
11536,8
11483,5
11490,9
11489,9
58435,12
11488,5
11487,6
58436,11
11486,8
11485,4
11484,1
58438,11
11535,8
11482,5
11481,4
58440,8
11480,5
11496,9
11497,1
58428,8
58420,11
11509,4
58434,7
11491,8
11492,10
11493,6
58393,8
11534,6
11533,8
58394,7
11532,1
11531,4
11530,4
58397,13
11529,10
11528,10
58398,10
11512,5
11511,9
58413,6
11510,9
11495,8
11494,11
58431,4
58432,10
11646,11
11648,12
57311,4
57202,5
57221,4
57222,7
12030,8
57223,11
57224,8
57225,4
57226,8
12033,12
57203,9
57189,6
57218,6
57180,9
57181,3
57182,8
57183,9
57184,9
12036,3
57186,3
57187,9
57188,7
57220,8
57217,6
57190,7
57205,9
57146,2
57147,7
57148,7
57149,11
57177,1
57179,4
57227,9
12037,6
12032,4
57206,10
57216,2
57207,3
57208,9
57209,8
57210,9
57211,4
12031,4
57213,7
57214,11
57215,9
12035,4
57201,9
57443,11
57478,11
11987,12
57470,10
57471,8
57472,8
57473,7
11986,9
57475,3
11985,7
57477,7
57479,8
57468,9
57480,5
57463,10
57462,5
57332,10
57461,8
57436,5
57437,1
12001,6
11999,11
11988,9
11989,8
57191,6
57329,1
57193,3
57194,11
57195,7
57196,9
57197,4
57198,10
57199,10
57200,10
12034,10
57331,11
11990,5
57531,5
11995,6
11994,6
57465,5
11993,2
11992,8
11991,8
57466,7
57467,5
57145,6
57144,5
57142,10
12022,11
57283,7
57284,10
12024,5
12023,8
57288,7
57289,3
57290,6
57291,7
57292,3
57294,8
57306,11
12021,8
57295,4
57296,9
57297,3
57298,4
57299,12
57300,7
57301,1
57302,7
57293,9
57307,3
57141,4
57319,9
57312,7
57313,8
57314,10
57315,5
57316,8
57317,6
57318,11
12020,6
12019,11
12018,9
57308,7
57320,6
57321,9
57322,10
57323,9
57324,8
57325,8
57326,9
57327,2
57328,5
57303,10
57304,8
57230,10
57130,6
57175,6
57176,10
57154,4
57153,5
57152,10
57137,3
57127,6
57128,9
57129,7
12039,9
57229,5
57132,5
57133,10
57134,9
57135,3
57136,9
57138,1
57151,3
57139,6
57140,7
57174,7
57173,8
57172,8
57171,3
57228,7
57178,8
57155,7
57156,9
57157,6
57158,6
57159,5
57160,6
57161,12
57162,12
12038,4
57163,7
57164,6
57165,1
57166,11
57167,5
57168,1
57169,8
57170,8
57442,11
11998,12
58300,11
57412,5
57349,6
12013,13
57378,4
57380,9
57432,10
57382,11
57408,10
57409,6
12004,7
57413,6
57347,3
57414,11
57415,4
57416,7
57417,4
57418,7
57419,3
57420,8
57421,10
57422,10
57348,8
12014,8
12003,4
12016,3
12012,4
57354,3
57353,4
57341,1
57333,8
12017,3
57334,6
57335,2
57336,9
57337,7
12015,7
57338,10
57339,10
57340,5
57342,3
57352,7
57343,6
57344,6
57345,3
57346,1
57423,10
57424,7
57446,3
57932,2
57396,5
57397,11
57398,8
57399,8
57400,8
57401,9
57402,8
57930,6
57931,5
58294,8
57394,6
11654,12
11653,5
11652,10
11651,7
58296,9
11650,9
58297,5
58298,3
11649,8
57395,9
12005,6
57425,11
57383,9
57426,11
57427,8
12002,4
57429,8
57430,8
57407,8
57406,7
57404,5
57392,8
57384,12
57403,4
57385,7
57386,4
57387,1
57388,13
57389,7
57390,11
12007,5
57391,4
12006,1
57377,10
57376,12
57375,1
57522,11
57514,7
57515,6
57516,9
57517,13
11977,4
57518,7
57519,10
57520,9
57521,7
57523,13
57512,12
57524,7
57525,6
57526,4
57527,8
57528,5
57529,4
57530,11
57509,6
57508,10
57513,7
57511,7
12008,10
57456,1
57447,8
57448,3
57449,13
57450,11
57451,3
57452,9
57453,6
57454,11
57455,11
11997,7
11978,5
57457,3
11996,8
57459,8
57460,7
11984,3
11983,9
57483,6
11982,8
57510,7
57507,7
57494,8
57485,8
57362,1
57379,7
12011,11
57356,2
12010,2
57357,1
57358,2
57359,4
57360,8
57361,10
57363,2
57486,7
57364,10
57365,9
57366,6
57367,12
57368,1
57369,5
57371,9
57372,8
12009,7
57433,9
57434,5
57435,9
57504,11
57487,11
57488,9
11981,4
57489,12
57490,4
57491,8
57492,8
57493,8
11980,4
57506,8
57495,12
57496,10
57497,10
57498,5
57499,8
57500,9
57501,9
57502,9
57503,13
65479,5
65478,4
65477,6
65416,10
65407,9
65408,6
65409,7
65410,9
65412,4
9853,6
65413,5
9852,5
65415,6
9864,6
65406,6
65338,8
65337,10
65285,3
65266,5
65267,9
65268,9
65269,9
65270,13
9881,8
65417,8
65404,10
65272,6
9851,6
9846,3
65436,10
65438,8
65439,2
65440,13
65441,6
65443,11
9844,5
65420,8
65418,10
65403,10
65405,5
65395,5
65396,6
65397,11
9854,5
65399,5
65400,9
65401,7
65402,13
65271,5
9880,13
65317,10
9885,8
9887,9
65249,7
65250,10
65252,11
65262,9
9886,9
65253,9
65254,5
65255,3
9884,5
65245,7
65258,9
9883,11
65260,6
65261,5
9875,5
65286,11
65336,7
65288,5
65315,2
65247,5
9888,7
9879,8
65280,9
65274,10
9878,5
65275,13
65276,8
9877,3
65277,13
65278,6
65279,10
9876,10
65281,3
65243,8
65282,9
65283,11
65265,12
65264,13
9882,5
65251,8
65240,8
65241,12
65242,8
65435,5
65434,9
65433,9
65374,11
65238,1
65365,10
65367,13
65368,9
65369,7
65370,6
65371,8
65372,4
65373,8
65375,5
9889,4
65377,8
65378,10
65379,9
65380,8
65381,6
65382,13
65384,10
65385,6
65386,7
65237,9
65107,8
65432,13
65095,9
65087,5
9922,10
65089,9
65090,11
65091,10
65092,10
9921,7
9920,8
65094,10
65097,8
65106,2
65108,5
65098,9
65099,13
9919,5
65101,8
65102,8
65103,5
65104,8
65105,8
65387,9
9858,11
9857,5
65421,7
9859,3
65359,1
65360,8
65361,5
65362,11
65392,6
9856,7
65394,7
9855,11
9850,9
65390,10
65423,10
65424,1
65425,6
9849,4
65427,10
65428,6
9848,9
65430,4
9847,10
65358,8
65357,4
65356,7
65355,8
65391,8
65366,7
65364,5
65239,13
65363,10
9863,9
65341,5
9862,12
65344,5
65345,8
65346,4
9861,10
65348,5
65349,8
65350,5
65351,1
65352,2
9860,10
65354,9
65316,13
9869,9
9918,9
64790,4
64822,5
64823,8
64824,7
9962,4
64826,6
9961,10
64804,6
64803,4
64802,6
64781,9
64820,5
64782,7
64783,5
64784,8
64785,7
64786,5
64787,5
9968,9
64788,4
64789,6
9963,10
64819,10
64801,6
64807,9
64750,5
64751,3
9972,9
9969,7
64778,1
64779,4
64780,7
64805,12
64806,4
64808,6
64818,10
64809,6
64810,10
64811,9
9965,8
9964,4
64814,10
64815,8
64816,10
64817,9
64791,10
64792,7
65318,9
64674,8
64665,7
64666,1
64667,12
64668,8
64669,10
9982,3
64671,6
64672,7
64673,3
64675,9
64663,6
64652,7
64651,6
64650,4
64636,8
9987,8
64627,7
9986,6
64628,9
64629,5
64664,7
64662,7
64793,4
64730,6
9967,9
64794,11
64795,13
64796,5
64797,6
9966,10
64799,4
64800,6
64731,4
64729,9
9983,8
64677,7
64653,10
64654,12
64655,5
64656,7
64657,7
64658,7
9984,3
64660,2
64749,2
64748,4
64747,7
65312,8
65292,10
9874,10
65294,12
65295,10
65296,10
9873,5
65297,11
65298,6
9872,10
65302,7
65289,10
65303,5
65304,10
65305,1
65306,10
9871,9
65308,9
65309,10
65310,7
65311,6
65291,4
65299,12
64746,5
65327,4
9868,6
65320,13
9867,10
65321,11
65322,8
65323,10
65324,12
65325,6
65326,9
9866,9
9870,9
65328,5
65330,7
65331,8
65332,6
65333,7
65334,9
9865,10
65314,8
65313,7
9933,3
65035,13
65034,10
64735,7
64755,6
64753,6
64828,7
64752,7
64732,6
9974,9
64733,1
64734,5
9973,10
64736,12
64754,8
64737,9
64738,3
64739,8
64740,12
64741,6
64742,7
64743,9
64744,7
64745,13
64777,5
64776,7
64775,5
64774,6
64756,7
64757,3
64758,6
64759,9
64760,9
64761,7
64762,6
64763,7
9971,7
64765,8
64766,7
64767,8
64768,5
64769,6
64770,4
9970,4
64771,8
64772,8
64773,4
65096,8
65109,11
64631,4
67397,9
67414,5
67400,6
67390,7
67391,10
67392,6
67393,9
67394,8
67395,11
67396,6
67398,8
67416,10
67399,3
67401,7
67413,7
67403,10
67404,8
67405,13
67406,6
67407,4
67408,9
67415,8
67438,8
67411,7
67425,4
67498,7
67440,8
67417,7
67418,11
67419,7
67421,12
67422,9
67423,8
67424,11
67427,8
67437,10
67428,6
67429,7
67430,7
67431,8
67432,8
67433,9
67434,9
67435,2
67436,5
67410,7
67412,8
67464,5
67451,9
67467,8
67453,5
67443,7
67445,6
67446,4
67447,5
67448,8
67449,10
67450,3
67452,8
67471,8
67454,4
67466,7
67455,4
67456,9
67457,11
67458,8
67460,8
67461,9
67462,5
67470,5
67495,13
67439,9
67481,7
67441,10
67496,8
67474,4
67475,13
67476,12
67477,9
67478,8
67479,8
67480,11
67482,5
67494,8
67483,9
67485,6
67486,7
67488,10
67489,5
67490,9
67491,5
67492,6
67493,6
67499,10
67500,11
67577,10
67511,6
67501,10
67502,5
67503,7
67504,8
67506,10
67507,7
67508,5
67509,9
67510,7
67512,11
67526,6
67513,6
67514,6
67516,6
67517,7
67518,7
67519,9
67520,9
67521,4
67522,7
67389,9
67528,12
67576,5
67539,5
67530,7
67531,12
67532,7
67533,10
67534,2
67535,7
67536,4
67537,6
67538,9
67540,9
67550,7
67541,7
67542,7
67543,11
67544,9
67545,8
67546,11
67547,9
67548,13
67549,8
67523,11
67525,8
67551,8
67564,9
67566,7
67556,5
67557,8
67558,7
67559,10
67560,9
67561,9
67562,2
67563,8
67567,3
67552,7
67578,7
67568,10
67569,11
67570,12
67571,11
67572,7
67573,6
67574,7
67575,3
67579,9
67580,1
67600,9
67599,11
67553,4
67554,5
67581,7
67582,6
67583,9
67584,11
67586,4
67587,9
67588,9
67589,11
67590,6
67591,13
67592,10
67593,10
67594,9
67595,8
67596,7
67597,4
67598,8
67463,10
67465,2
65110,10
65079,12
65070,5
65071,12
9926,4
65073,7
65074,8
65075,6
9925,10
65077,10
65078,7
65080,6
65068,10
9924,9
65081,8
65082,10
65061,11
65059,7
65134,8
65058,8
65036,4
65037,10
65069,8
9927,8
9932,8
65208,11
65210,6
9895,6
65201,5
65202,12
65203,9
65204,11
65205,8
65206,7
65207,7
65209,9
65067,6
9910,10
9911,8
66315,11
65060,11
65062,6
9929,11
9928,5
65065,5
65066,7
65038,3
65040,7
66318,10
9914,6
65114,6
65115,7
65116,9
9917,8
65119,5
9915,7
65121,13
65122,8
65123,4
9913,11
65112,5
65126,4
65127,5
65128,7
9912,6
65129,10
65130,6
65131,4
65132,13
65133,6
65113,5
65111,10
65041,4
65049,7
65042,10
65043,7
65044,5
65045,6
65046,9
9931,6
9930,9
65047,7
65048,13
65050,5
65086,7
65051,8
65053,6
65054,3
65055,7
65056,8
65057,7
65083,8
65084,5
9923,12
65200,7
65198,4
65197,9
65140,9
65184,10
9899,9
65163,10
65161,10
65136,9
9906,6
65137,3
65138,11
65139,4
65141,9
65182,11
65142,7
65143,7
65144,13
9909,11
65146,3
65147,10
65148,7
65149,5
65150,9
65183,10
9900,7
65196,7
65169,4
66316,6
9988,11
65162,7
65164,6
65165,10
65166,10
9905,6
9904,8
65168,12
9903,4
65180,10
65171,4
65172,7
65173,5
9902,9
9901,10
65175,9
65176,6
65177,9
65178,12
65151,7
65152,6
65153,7
65213,6
65227,7
65228,5
65229,7
65230,4
9891,8
9890,7
65233,6
65234,4
65235,8
65212,6
65155,4
65211,10
9896,9
65189,6
65190,8
65191,9
65192,12
9897,9
65194,9
65195,7
65226,4
65225,9
65224,6
65223,5
9907,7
65156,4
65157,1
65158,1
65159,12
9898,3
65186,8
65187,7
65188,8
9894,9
65215,5
65216,5
65217,10
65218,1
65219,6
9893,9
9892,11
65221,7
65222,10
64630,8
64632,2
65476,8
66231,9
66221,9
66222,6
66223,9
66224,12
66226,11
66227,11
66228,10
66229,6
66230,13
66233,6
66219,8
66234,4
66263,6
66264,5
66265,10
66266,7
66291,10
66292,3
66293,10
66294,7
66220,3
66218,4
66296,11
66257,4
66248,10
66249,7
66250,8
66251,5
66252,6
66253,2
66254,6
66255,7
66256,3
66258,3
66217,7
66259,10
66260,4
66261,11
66238,10
66236,8
66235,10
66213,9
66215,11
66216,6
66295,8
66297,3
66123,9
66282,11
66273,2
66274,6
66275,6
66277,7
66287,4
66278,10
66279,7
66280,4
66281,7
66283,1
66271,6
66284,11
66285,13
66286,7
66212,11
66211,7
66210,9
66149,6
66120,7
66121,10
66272,4
66270,8
66298,5
66309,1
66299,8
66301,3
66302,8
66303,6
66304,7
66305,9
66306,8
66307,3
66308,4
66310,3
66269,2
66311,11
66312,4
66313,6
66290,8
66289,7
66288,8
66276,4
66267,10
66268,3
66246,3
66245,5
66244,8
65899,7
65890,3
65892,6
65903,8
65893,3
65894,6
65895,8
65896,9
65897,4
65898,8
65900,10
65888,3
65901,8
65902,9
65987,7
65932,13
65962,6
65963,8
65964,8
65965,2
65966,11
65889,6
65886,6
66243,6
65926,9
65917,13
65918,6
65919,7
65920,10
65921,7
65922,9
65923,10
65924,7
65925,8
65927,7
65885,8
65928,12
65929,13
65905,10
65904,10
65891,12
65881,7
65882,7
65883,11
65884,13
65967,9
65969,5
65971,8
65953,4
65945,7
65956,7
65946,13
65947,4
65948,5
65949,5
65950,5
65951,11
65952,4
65954,9
65972,3
65955,10
66090,8
66092,4
65879,9
66237,4
66239,7
66240,1
66241,10
66242,12
65943,11
65942,6
65941,8
65940,13
65975,5
65976,9
65978,3
65979,7
65980,11
65981,4
65982,8
65983,8
65985,13
65986,7
65961,2
65958,10
65957,3
65944,10
65933,6
65935,10
65936,9
65938,13
65939,6
66122,10
66124,8
65914,6
65571,1
65562,2
65563,2
65564,9
65565,10
65566,10
65567,8
65568,7
65569,3
65570,2
65572,8
65560,6
9820,2
65574,7
65575,3
65605,7
9812,7
65607,12
65608,13
65636,1
65637,3
65561,2
9821,9
65640,3
65603,8
65594,1
9814,3
65595,8
65598,6
65599,5
65600,4
65601,2
9813,12
65602,10
65604,3
65559,8
65579,4
65577,2
65663,7
9819,12
65554,3
65555,13
65556,2
65557,5
65558,1
65638,3
65641,2
66129,9
65626,7
65613,5
65614,9
9811,7
65616,5
65617,6
65618,8
65621,3
65622,8
65625,8
65628,7
65611,10
65629,8
65630,3
65631,4
65632,2
9822,8
65553,6
9823,7
65502,11
65475,3
65612,5
65610,7
65643,11
65653,9
65644,9
65645,2
65646,5
65647,13
65648,8
65649,9
65650,6
65651,9
65652,2
65654,10
65609,6
65655,7
65657,4
65659,8
65660,10
65661,8
65635,7
65634,8
65633,2
65619,6
9815,4
65591,8
65590,3
66114,5
66105,6
66116,9
66106,9
66107,4
66108,7
66109,9
66111,10
66112,11
66113,10
66115,5
66102,4
66148,1
66151,5
66209,3
66152,9
66184,13
66186,11
66188,8
66190,8
66192,9
66103,10
66100,11
9816,6
66145,6
66130,10
66132,8
66133,6
66135,8
66137,13
66138,6
66139,5
66140,6
66142,11
66146,7
66099,9
66119,8
66118,9
66117,7
66104,9
66094,8
66095,7
66096,10
66097,6
66098,2
66194,7
66195,8
66196,5
65880,10
66179,7
66169,10
66170,11
66171,2
66172,6
66175,6
66176,7
66177,11
66178,8
9843,11
66197,8
65578,6
65580,5
65581,9
9818,3
65583,5
65584,6
65585,6
65586,6
9817,5
66168,5
66165,8
66164,10
66163,9
66199,7
66200,5
66201,5
66202,3
66204,1
66205,7
66206,6
66207,9
66208,7
66183,9
66181,8
66167,1
66153,5
66154,9
66155,5
66156,8
66157,4
66158,13
66161,8
65915,4
65913,7
64633,1
65017,10
64956,4
64985,3
64986,5
64987,3
64988,11
9938,11
65014,10
65015,5
65016,11
65018,9
64954,3
9937,13
65019,4
65020,2
9936,11
9935,8
65021,3
65022,8
65023,6
65024,7
64955,10
64953,6
65026,8
64940,8
64829,8
64957,12
64935,5
64936,7
64937,7
9951,3
64938,10
64939,7
9950,6
64941,8
64952,7
64942,5
64943,4
64944,6
64945,4
9949,11
64948,6
64949,8
64950,8
9948,10
9934,5
65027,9
64866,8
9954,8
65004,10
9941,7
65007,5
65008,4
65009,12
65010,8
64934,7
64933,4
64932,6
64855,6
9942,6
64856,7
64857,6
64858,8
64859,1
64860,8
64861,7
9956,6
64863,6
64864,3
65003,9
65001,9
65028,4
64990,12
65029,4
65030,3
65031,9
65032,10
65013,9
9939,9
65012,11
64998,8
64989,4
9945,11
65000,13
64993,10
64994,8
9944,5
64995,12
64996,9
9943,2
64997,7
64999,10
65011,11
64958,2
64961,10
64984,7
9975,10
64713,5
64714,10
64715,4
64716,6
64717,5
9976,8
64719,9
64720,10
64721,4
64722,6
64711,6
64723,8
64724,9
64725,7
64726,6
64727,10
64706,2
64705,9
64704,9
64690,7
64712,4
64710,7
64983,5
64645,5
64635,5
64637,3
64649,4
64638,9
64639,4
64640,7
64642,6
64643,11
64644,5
64646,1
64709,9
64647,11
64648,9
64676,7
64678,5
64728,5
64679,11
9977,5
64707,10
64708,8
9981,11
64680,1
64681,4
64973,6
64963,6
64964,11
64965,7
64966,10
64967,7
64968,4
64970,4
64971,8
9947,6
64974,9
64682,9
64975,10
9946,8
64976,7
64977,3
64978,6
64979,8
64980,10
64981,10
64982,6
64962,3
64960,10
65033,6
9960,3
64683,11
64684,9
64685,7
64686,5
64687,8
64689,10
64691,8
64702,5
64692,3
64693,9
9980,10
64695,8
64696,6
9979,7
64698,10
64699,2
9978,6
64701,9
64827,4
64865,6
64867,8
65912,13
66005,12
65996,10
65997,7
65998,8
65999,8
66000,5
66001,8
66002,8
66003,7
66004,5
66007,2
65993,8
66008,5
66009,8
66036,7
66037,8
66038,11
66039,5
66068,11
66069,5
66071,10
65995,8
65992,6
66074,5
66025,9
66015,4
66016,7
66017,5
66019,7
66020,8
66021,5
66022,8
66023,4
66024,11
66026,6
65991,10
66027,5
66028,4
66029,8
66030,5
66031,9
66034,4
66035,5
66010,7
66091,1
66073,13
66075,3
64868,6
66060,7
66049,9
66052,11
66063,8
66054,9
66055,5
66056,6
66057,9
66058,7
66059,10
66061,2
66047,8
66062,8
65990,11
65989,4
65988,3
65907,11
65908,4
65909,10
65910,4
65911,4
66048,11
66046,11
66076,1
66086,11
66077,5
66078,6
66079,8
66080,8
66081,5
66082,7
66083,8
66084,6
66085,5
66087,9
66045,4
66088,8
66065,8
66064,9
66051,7
66040,6
66041,13
66042,7
66043,4
66044,8
66014,2
66013,10
66012,7
64849,8
64851,4
64841,7
64843,6
64844,1
64845,3
9957,9
64846,3
64847,8
64848,4
64850,4
64838,1
64878,8
64880,8
64931,11
64881,7
64908,3
64909,4
64910,12
64911,4
64912,6
64840,3
64837,4
66011,7
64854,6
64869,3
64870,8
64871,3
9955,5
64873,3
64874,6
64875,6
64876,5
64877,7
64853,8
9958,10
64852,8
64839,8
64830,12
64831,3
64832,8
64833,7
64834,4
64835,5
64836,9
64913,9
64915,7
64916,7
64896,6
64887,10
64888,4
64889,4
64890,8
64891,8
64893,1
64904,6
9953,9
64895,8
64897,9
64917,8
64898,9
64899,10
64900,4
64901,6
64902,7
64903,8
65445,11
65446,5
65447,9
64886,7
64885,6
64884,10
64883,5
64918,5
64919,3
64920,5
64921,4
64922,10
64923,8
64924,4
64925,3
64926,5
64927,3
64928,7
64929,3
9952,9
64930,11
64907,9
64906,9
64905,7
64892,4
64882,7
11547,1
58382,6
11546,6
12129,5
56685,3
12130,10
56677,7
56678,7
56679,9
56680,3
56681,9
56682,9
56683,8
56684,2
56698,7
12128,5
56696,4
56686,4
56687,7
56688,7
56689,6
56690,7
56691,8
56692,4
56697,8
56699,6
56694,4
56712,5
56702,9
56703,8
56704,7
12127,7
56706,12
56708,8
56709,11
56710,10
56711,5
56713,4
56722,9
12126,6
56715,7
12125,10
56716,11
56717,7
12124,3
56719,12
56720,6
56721,7
56693,13
56695,10
56545,7
56534,3
56577,5
56578,12
56555,9
56554,9
56553,10
56539,8
12161,2
56532,1
56533,6
56535,8
12153,3
12160,1
56536,6
56537,6
56538,11
12159,5
56540,8
56552,6
56542,10
56543,8
56576,9
12154,7
