date,Fruits
13004,1
13136,1
13154,1
13157,0
13037,1
12956,0
12983,0
12987,0
13001,0
13017,1
13257,1
13303,1
13323,0
13336,1
13181,0
13184,0
13195,1
13218,1
13227,1
11763,1
11782,0
11709,0
80664,1
80666,1
81184,1
80948,1
81183,1
81182,0
81181,1
80949,1
81180,1
80945,1
80848,1
80660,0
81196,1
81195,1
80658,1
80659,1
81194,0
81193,1
80943,1
80665,1
80849,1
80853,0
81207,1
81210,1
80933,0
80648,1
81209,1
80649,1
81208,0
80650,1
80651,0
81198,0
81185,1
81197,0
80941,1
80942,1
81188,1
80946,1
81186,0
80947,1
80850,1
81192,1
80944,1
11738,1
20941,1
20950,0
20886,0
20885,1
20831,1
21043,1
20751,1
21061,1
20969,0
20913,1
20764,0
20767,1
21066,0
20939,1
21013,1
20979,1
11471,0
11384,1
11396,0
20904,0
81214,0
81191,1
80644,1
80661,0
80662,1
81190,0
80852,1
81189,1
81203,1
80859,1
80932,1
81216,0
80642,1
81215,1
81218,1
80641,1
80640,0
80858,0
80643,1
81217,1
81213,1
81255,0
80617,0
81104,1
80766,1
80695,1
80970,1
81144,0
81157,0
81156,1
80681,1
80962,0
80839,1
81155,1
80838,1
80682,0
80683,1
80684,1
81154,0
80685,0
81145,0
81152,1
80686,0
81151,1
80969,1
80835,0
81138,1
81142,1
80670,0
80671,1
80845,1
81137,0
80966,0
80837,1
80688,1
81143,1
80689,0
80694,1
81141,0
81140,0
80690,1
80691,0
80692,1
80967,1
80693,0
80968,1
81150,0
80687,1
81149,1
81058,1
80793,1
81013,0
81048,1
81047,1
81046,0
81045,1
81014,0
80795,1
80798,0
81050,0
81060,1
80754,1
80755,0
80756,0
80757,0
80758,0
80759,1
81008,0
81049,1
81051,0
81148,0
81012,1
81147,0
80964,0
80965,1
81146,1
80820,0
80950,0
81094,0
80767,0
80794,1
80772,1
81056,1
80768,0
81055,0
81054,1
81053,1
81052,0
80770,0
80771,0
80846,1
80956,1
81168,0
80711,1
81119,1
81118,1
80982,0
81117,1
81116,0
81115,1
81114,0
81113,1
80712,1
80717,1
80983,1
80984,1
81106,1
81112,1
81111,1
80714,1
81110,0
81109,1
80715,1
80721,1
80825,1
80716,0
81103,0
81102,1
80824,1
80822,1
80985,1
80986,0
81101,1
81099,0
80987,0
81095,1
80988,1
80821,1
80719,1
80720,1
81098,1
80989,0
81097,1
81096,0
80826,1
81108,0
81169,1
80951,1
80672,1
81166,1
81171,0
81178,1
81177,1
81176,1
81175,1
80668,1
81174,0
81159,1
80669,0
81173,1
80952,1
80847,1
81167,1
80954,1
80955,0
81170,1
80680,0
80840,1
81107,0
81162,1
80971,0
81136,1
80696,1
81165,1
80673,0
81164,1
81163,1
80843,1
80958,0
80679,1
80842,1
80959,0
80957,0
80677,1
81161,1
80841,1
80678,0
81160,1
80760,0
80761,0
80616,1
80762,0
81064,1
81072,0
80799,1
80749,0
81005,1
81006,1
80750,1
81063,0
81007,1
80751,1
81071,0
80744,0
80739,0
80741,0
81000,0
81081,1
81080,1
81079,1
80806,0
80748,0
80747,1
81065,1
81082,1
80992,1
80727,0
81090,1
80993,0
81089,1
80815,1
80814,1
80994,0
80807,1
80746,0
81062,1
81070,1
81069,1
81068,1
81067,0
81066,1
80745,1
81004,1
81078,0
80805,0
81077,1
80624,1
80623,1
81242,1
80869,0
81241,1
80868,1
80920,1
80921,0
80922,1
81240,0
80919,1
80917,0
80620,1
81250,1
80871,1
80908,1
80614,1
80909,0
80615,1
80613,1
80870,0
80804,1
80743,1
81076,1
80803,1
81073,1
80802,1
80742,1
81001,1
80801,1
81002,1
81074,1
80622,1
81025,1
80667,0
81244,1
81249,1
80621,1
81248,1
81247,1
81246,1
81091,1
81088,1
80816,1
81035,1
81029,1
81028,0
80785,1
80788,0
81027,1
80786,1
81026,1
80787,1
81044,0
81031,0
81016,1
81015,1
81043,1
80775,1
80776,1
81042,0
80777,0
80778,1
81030,0
80790,0
81036,0
80792,1
80763,1
81009,0
80764,1
80765,1
81010,1
81011,1
80796,1
81059,1
80774,0
81024,1
80783,0
80780,1
80789,0
81034,1
81033,0
80781,1
80782,1
81022,1
81017,0
81041,0
80724,1
80728,1
80996,1
80809,1
81084,1
80997,0
81083,1
80808,0
80998,1
80730,0
80999,1
80729,1
80725,1
80723,1
81093,0
80990,1
80991,1
80818,1
80817,1
81092,0
80737,0
80736,1
81018,1
80995,1
81040,0
81020,0
81039,1
81038,1
81037,1
80779,0
80752,1
81061,1
80813,0
80735,0
81087,1
81086,0
80731,1
80732,1
80733,0
80811,0
80810,0
80734,1
77765,0
77764,0
77763,1
35957,1
35885,1
35909,1
35910,0
17314,1
35912,0
35935,1
35936,1
35937,1
35938,1
17309,0
17308,0
17307,1
35941,0
35942,0
35943,1
35944,1
35945,1
35946,1
35947,1
35884,0
35883,1
35882,0
35871,0
35865,1
35866,1
17324,1
17323,0
35868,1
35869,0
35870,1
17322,0
35872,1
35881,0
35873,1
35874,1
35875,0
35876,0
35877,1
17321,1
35879,1
35880,1
35948,0
35949,1
35950,1
35930,1
35922,1
35923,1
35924,1
35925,1
35926,0
35927,0
35928,1
35929,1
17325,1
35931,0
35864,1
35863,1
35817,1
35794,1
35795,1
35796,0
35797,0
35798,0
17310,1
17311,1
35951,1
35921,0
35952,1
35953,1
35954,1
35955,0
17306,0
35934,1
35933,1
35932,1
35913,0
35920,1
17313,1
35914,0
35915,0
35916,1
17312,1
35917,0
35918,1
35919,1
17320,1
35886,1
36115,1
35888,1
37773,0
37774,1
37775,0
37776,1
37777,1
37778,1
37779,1
37780,1
37781,1
37782,0
37760,1
37759,1
37758,1
37747,1
37738,1
37739,1
16803,1
37741,0
37742,1
37772,1
37771,1
37770,1
37737,1
37705,1
37706,1
37707,0
37708,1
37709,1
37734,1
37736,0
37783,1
37761,1
16799,1
37762,1
37763,0
37764,1
37765,1
37766,1
37767,0
37768,1
37769,1
37743,1
16802,1
37744,0
35901,1
35894,1
35895,0
35896,1
17318,1
35897,0
35898,1
17317,1
35900,0
35902,1
17319,1
35903,1
35904,1
35905,0
35906,1
17316,1
35907,1
35908,1
17315,1
35893,1
35891,0
37745,1
37753,1
37746,0
37748,1
16800,1
37749,1
37750,1
37751,1
37752,0
16801,1
37754,1
35890,0
37755,0
37756,0
37757,1
36822,1
36821,1
36820,1
35887,0
35889,0
35799,1
35800,1
35801,1
35802,1
17279,1
36086,1
36087,1
17278,0
36088,1
36089,0
36090,1
17277,1
36091,1
17276,1
36072,1
36070,0
35959,0
17281,1
36050,1
36051,1
17285,0
36052,1
36053,1
36084,0
36083,1
36082,0
36071,1
35835,1
35836,1
35837,1
35838,1
35839,1
35956,0
35958,1
17339,1
36073,1
17280,0
36074,1
36075,0
36076,1
36077,1
36078,0
36079,1
36080,1
36081,1
36054,0
36055,1
36056,1
36126,0
36120,1
17267,0
36122,0
36123,1
36124,1
17266,0
36125,0
17265,1
36127,1
36118,0
36128,1
36129,1
36130,1
36131,1
36132,1
36133,1
17264,1
17263,1
36119,1
17268,1
36057,1
36064,1
17284,1
36058,1
36059,1
36060,0
36061,1
36062,1
17283,0
36063,1
36065,0
36116,1
36066,1
36067,1
36068,1
17282,1
36092,1
36093,1
36094,1
17275,1
35834,1
35833,0
35832,0
35781,1
35775,0
17338,1
35776,1
35777,0
35778,0
35779,1
35780,0
35791,1
35782,1
35773,1
35783,1
35784,0
35785,1
35786,1
35787,1
35788,1
35789,0
35790,1
35774,0
35772,1
35818,0
17334,1
35803,0
35804,1
35805,1
35806,1
35807,1
35808,0
35809,0
35810,1
35811,1
35771,1
35812,1
35813,1
35814,1
35815,1
35793,1
17335,1
17336,1
17337,0
35816,0
35862,1
35831,1
17332,1
35861,1
35842,1
17331,0
35841,1
35828,0
17333,1
35820,1
35821,1
35822,1
17326,1
35823,1
35824,0
35825,1
35826,1
35827,0
35829,1
35840,1
35830,1
35860,0
35858,1
35819,1
35850,1
35843,1
35844,1
35845,1
35846,1
35847,1
35848,1
17330,0
35849,0
17329,0
35857,0
35851,1
35852,1
35853,0
35854,1
17328,1
35855,1
35856,1
17327,1
37704,1
16808,1
37703,1
37571,0
37539,1
16835,1
16834,1
37540,1
37541,0
37542,1
37543,0
37544,1
16833,1
37545,1
37526,1
16837,1
37524,1
37513,0
37504,0
37505,1
37506,1
37507,0
16840,0
37538,1
37537,1
37536,1
16832,0
16818,1
37663,1
37664,1
37665,1
16817,0
37598,1
37597,0
37596,1
37527,1
37535,1
37528,1
37529,1
37530,1
16836,1
37531,1
37532,1
37533,0
37534,1
37508,1
37509,1
37510,0
37585,1
37577,0
37578,1
37579,1
37580,1
37581,1
37582,0
37583,1
37584,1
37586,0
37576,0
37587,0
37588,1
37589,1
37590,0
37591,1
37592,1
37593,0
37594,1
16827,1
37575,0
37511,0
16838,1
37512,1
37514,1
37523,1
37515,1
37516,1
37517,1
37518,0
16839,0
37519,1
37574,1
37520,0
37521,1
37522,1
37546,1
37548,0
37595,0
37549,1
37573,0
37661,1
37660,1
37659,0
37610,0
37603,1
16825,1
37604,1
37605,1
37606,1
37607,1
37608,1
37609,1
37611,0
16826,1
16824,1
16823,1
37612,0
37613,1
37614,1
37615,0
37616,1
37617,1
37602,1
37601,1
37643,1
37639,1
37631,1
37632,0
37633,1
37634,1
37635,1
37636,0
37637,0
37638,0
37640,1
37600,0
37641,0
16821,1
37642,1
37621,1
37619,1
37689,1
37618,0
37599,0
16820,0
37644,0
37658,1
37649,1
16812,0
37669,1
37668,1
37667,1
37655,1
37646,0
37647,1
37648,1
37650,0
37687,1
37651,1
37652,1
37653,1
16819,1
37654,0
37656,1
37666,0
37657,1
16813,1
37686,1
37645,1
37676,1
37670,1
37671,1
37672,0
37673,1
16816,1
37674,1
37675,0
16815,1
37677,1
37685,1
37678,1
37679,1
37680,0
37681,1
37682,0
37683,1
16814,1
37684,1
37572,1
16828,0
37702,1
37558,0
16786,1
37840,1
37841,1
37842,1
37843,0
16785,1
37844,0
37846,1
16784,0
37847,0
37848,0
37849,1
37850,0
37851,0
37852,1
37853,0
37854,1
37855,0
37856,1
37839,1
37838,1
37837,1
37873,0
16780,1
37867,1
37868,1
16779,0
37870,1
37871,1
16778,1
37872,1
37874,1
37845,1
37875,1
37876,1
16777,1
37878,1
37879,0
37859,1
37858,1
16783,1
16797,0
37784,1
16798,1
37695,0
37733,0
37713,0
37712,1
37711,1
37700,0
37692,1
37693,1
37694,0
37696,1
16804,1
37697,0
16811,1
16810,1
37698,0
37699,1
37701,1
37710,1
16809,1
37732,0
37731,1
37735,1
37722,1
37714,1
37715,0
37716,1
37717,0
37718,1
37719,1
37720,1
37721,1
16807,1
37730,1
16806,1
37724,1
37725,1
16805,1
37726,0
37727,0
37728,0
37729,1
37866,1
37865,1
16781,1
37815,1
37688,0
37690,1
37880,1
37809,1
37811,1
37812,1
37813,1
37814,1
37816,1
37567,1
37817,0
37818,1
37819,1
37820,0
37821,1
37822,0
37823,1
16791,0
37568,0
37566,1
37826,1
16830,0
37550,1
16831,0
37551,1
37552,0
37553,1
37554,1
37555,1
37556,1
37557,0
37565,1
37559,1
37569,1
37560,1
37561,0
16829,1
37562,1
37563,1
37564,1
37825,1
16790,1
37864,1
37805,1
37797,1
37798,1
37799,1
37800,0
37801,1
37802,1
37803,1
37804,1
37806,1
37795,0
37833,1
37834,1
16787,0
37836,1
37860,0
16782,0
37862,1
37863,1
37796,0
16793,0
37827,1
37807,1
37828,1
37829,1
16789,0
37830,0
37832,0
37810,1
37808,0
37691,1
16796,1
37793,0
37786,0
37787,1
37788,1
16795,0
16794,1
37790,1
37791,1
37792,1
36134,0
36114,0
77762,1
35738,0
35614,1
35615,1
35616,0
35617,1
17375,1
35618,1
35619,0
35620,1
35621,0
35622,1
35623,1
35606,1
35605,1
35604,1
17383,1
35585,1
35586,0
35587,1
17385,1
35613,0
17376,0
35612,1
35672,1
35740,1
35741,1
35742,1
35743,1
35744,1
35745,1
35674,0
35673,1
17374,1
35611,1
35607,1
35608,1
17380,0
17379,1
17378,0
35609,1
35610,1
17377,0
35588,1
17384,0
35589,1
35662,1
17364,1
35656,1
35657,1
17363,1
35658,1
35659,1
35660,1
35661,0
35663,1
35654,1
35664,1
35665,1
35666,0
17362,1
17360,1
17359,1
35668,0
35669,0
35655,0
17365,1
35590,0
35598,0
35591,1
35592,1
35594,1
35603,1
17382,1
35595,1
35596,1
35597,1
35599,1
35652,0
35600,1
35601,0
35602,0
17381,1
35624,0
35626,1
35671,1
17373,1
35739,1
35737,1
17269,1
35736,1
35678,1
35679,0
35680,1
35681,0
35682,1
17358,0
35683,0
35684,0
35685,1
35686,1
35687,1
17357,1
35689,1
35690,0
35691,1
17356,0
35693,0
35694,1
35695,1
35677,1
35676,0
35675,1
35714,1
35708,1
35709,0
35710,0
17352,1
35711,0
17351,1
35712,1
35713,1
35715,1
35697,1
35716,0
35718,0
35719,1
35720,1
35721,1
35700,1
35698,1
35584,0
35696,0
35722,0
35723,1
35727,1
17340,1
35767,1
35749,1
35748,1
35747,1
35734,0
17349,0
35726,1
35728,1
35765,0
35729,1
35730,0
35731,1
17348,1
35732,1
35733,1
35735,1
35746,1
35766,0
35764,1
35724,0
17344,1
35725,0
17347,1
35750,0
35751,1
17345,1
35752,1
35753,1
35754,0
17343,1
35763,1
35755,1
17342,0
35757,0
17341,1
35759,1
35760,1
35761,1
35762,1
35670,1
35651,1
35650,0
35649,1
36616,1
36617,1
36618,0
36619,1
17114,0
17113,1
36620,1
17112,1
36623,0
36632,0
36624,1
17111,1
17110,1
36625,1
36626,0
36627,1
36628,0
36629,1
36630,1
17115,0
36615,1
36622,1
36646,0
36640,1
17106,1
17105,1
36641,1
36642,1
36643,0
36644,0
36645,0
36647,0
36633,0
36648,1
36649,0
36650,0
36651,1
36652,1
17104,1
36635,1
36634,1
36631,1
36570,1
36569,1
17157,1
17144,1
36525,1
36510,1
36509,0
17154,1
36498,1
36489,1
36490,1
36491,0
36523,1
36492,0
36493,1
36494,1
36495,1
36496,1
36497,1
17156,0
36508,1
36524,0
17145,1
36568,1
17149,1
17142,1
36511,0
17153,1
17152,1
17151,0
36513,1
17150,0
36514,1
36515,1
17146,1
36516,1
36517,0
36518,1
17148,1
36520,1
36521,0
17147,1
36522,0
36639,1
36638,1
17107,1
36592,0
35647,1
17262,0
36136,0
36819,1
36588,1
17119,0
36590,0
36591,1
36593,0
35645,1
17118,0
36594,0
36595,1
36596,1
36597,0
36598,1
17117,1
36600,1
35646,0
35644,0
36602,1
35634,0
17369,1
35628,0
35629,1
17372,1
35630,0
17371,1
35632,0
35633,1
35635,1
35643,1
17370,1
35637,1
17366,0
35638,0
35639,0
17368,1
35640,1
35642,1
36601,0
36603,1
36637,0
36586,0
17124,1
36580,0
36581,1
17123,1
36582,1
36583,1
36584,1
36585,0
36587,1
36578,0
17122,1
17116,0
36612,1
36613,1
36614,1
36636,1
17109,0
17108,1
36579,0
36577,0
36604,1
17102,1
36605,0
36606,0
36607,0
36608,0
36609,1
36610,0
36589,0
17120,1
17121,1
36576,1
36571,1
36572,0
36573,1
17127,0
17126,1
36574,1
17125,1
36575,1
35707,1
35706,1
17354,1
35500,0
36005,1
36006,0
36007,0
36008,1
36009,0
36010,1
17291,1
36012,1
36021,1
36013,1
36014,1
36015,0
36016,1
17290,1
17289,0
36017,1
36018,1
36019,1
36020,1
36004,1
36003,0
36002,1
36040,1
36033,0
36034,1
36035,1
36036,1
36037,0
36038,1
36039,1
17287,1
36041,1
36011,1
36042,0
36043,0
17286,0
36044,1
36045,1
36024,1
36023,1
17288,1
35770,1
35769,1
36135,1
35491,1
35534,0
35511,1
35509,0
35582,1
35508,1
17403,1
35489,0
35490,1
35492,0
35532,1
35493,0
35494,0
17402,0
35495,0
35496,1
35497,1
17401,1
35498,1
35533,1
35531,1
35510,0
35519,0
17398,1
35512,1
35513,1
35514,1
35515,0
35516,1
35517,1
35518,1
17397,0
35530,0
35521,0
35522,0
35523,1
35524,1
35525,1
35526,0
35527,1
35528,1
36032,0
36031,1
36030,0
35983,1
36112,0
36049,0
36048,1
36047,0
17292,0
17299,0
35982,1
17298,1
17297,1
36110,0
35984,1
17296,0
35985,1
35986,1
35987,1
35988,1
17295,1
35989,1
36111,1
36109,1
35991,1
17272,1
36102,0
36095,1
17274,1
36096,1
17273,1
36097,0
36098,0
36099,1
36100,0
36108,1
36101,0
36103,0
36113,1
17271,1
17270,0
36105,1
36106,1
36107,1
35990,1
35992,1
36029,1
35977,1
35971,1
35972,1
17304,1
17303,1
35974,0
35975,1
17302,1
35976,1
35978,0
35970,0
35999,0
36000,1
36046,1
36001,1
36025,0
36026,1
36027,0
36028,0
35979,0
17305,1
35993,1
35980,1
35994,0
35995,1
17294,1
35996,1
17293,1
35998,0
17300,1
35981,1
35969,1
35968,0
35960,1
35961,1
35962,1
35963,0
35964,0
35965,1
35966,1
35967,1
35499,1
35501,1
35705,1
35502,0
35413,1
35414,1
17412,1
35440,0
35485,1
35441,1
35465,1
35466,1
35467,1
17407,1
35469,1
35470,1
35471,1
17406,0
17405,1
17404,1
35472,1
35473,0
35474,0
17417,0
35412,1
35411,1
35400,1
35416,1
35404,1
35397,1
17420,0
17419,1
17418,1
35398,0
35399,0
35401,1
35410,1
35402,1
35403,1
35405,1
35415,1
35406,0
35407,1
35408,0
35409,1
35475,1
35476,1
35477,1
35460,1
35453,1
35454,1
35455,1
35456,0
35457,0
17409,1
35458,1
35459,1
35461,0
35452,1
35581,1
35583,0
35768,1
35699,1
35701,1
35702,1
35703,1
35704,1
17408,1
35450,1
35478,1
35462,0
35479,1
35480,1
35481,1
35482,0
35483,1
35484,1
35464,1
35463,1
35451,0
35449,0
35442,0
35443,1
17411,1
35445,0
35446,0
35447,0
17410,0
35448,0
35417,1
17416,1
35438,0
35578,1
35570,0
35571,0
35572,1
35573,0
35574,0
35575,1
35576,1
35577,0
35579,1
35568,1
35580,1
17388,0
35559,0
35558,1
35548,0
35538,1
35539,0
35540,1
35569,1
35567,1
35542,1
35536,1
35503,1
17400,1
35504,1
35505,1
35506,0
35507,0
17395,1
35535,1
35537,1
17386,0
35560,1
35561,1
17387,1
35562,1
35563,0
35564,1
35565,1
35566,1
17394,1
35543,1
35437,0
35428,0
35422,1
35423,0
17415,1
35424,1
35425,1
17414,0
35426,1
35427,0
35429,1
35420,0
17413,1
35430,1
35431,1
35432,1
35433,0
35434,1
35435,1
35436,1
35421,1
35419,1
35544,1
17391,0
35545,1
35546,0
35547,1
17393,0
35557,1
35550,1
35551,0
17392,0
17390,0
35439,0
35553,1
35554,1
35555,1
35556,1
17389,0
35488,1
35487,0
35486,0
37630,1
37629,0
37628,1
37475,1
37358,1
37359,1
37360,1
16871,1
37361,0
37362,1
37363,1
37341,0
37340,1
37339,1
37329,1
37319,1
37320,1
37321,1
37322,1
37323,0
37324,0
37325,1
37326,1
37357,1
37356,0
37355,1
37344,1
16847,1
37477,1
37416,0
37415,1
37414,1
37365,0
37342,0
37343,0
37345,1
37354,1
37346,1
37347,1
37348,0
37349,1
37350,1
37351,1
37352,1
37353,1
37327,0
16877,1
37330,1
37407,0
16865,1
37400,1
37401,1
37402,0
37403,1
37404,0
37405,1
37406,1
37408,1
37397,0
16864,1
37409,1
37410,1
37411,1
37412,0
37390,1
37389,1
37388,1
37398,0
37396,0
37338,0
37337,0
37331,1
37332,1
16876,1
16875,0
37335,0
37336,1
16874,1
16873,0
16872,1
37395,1
37364,1
37366,1
37413,1
37367,1
37391,0
37392,0
37393,1
37394,0
37476,1
37474,1
37627,1
37473,1
37424,0
37425,1
37426,0
37427,1
16862,1
16861,1
37428,0
37429,0
37430,1
37431,1
37432,1
37433,0
16860,0
37434,1
16859,1
16858,1
37457,1
37458,1
37459,1
37423,1
37422,1
16863,0
37455,1
16854,1
16853,1
37449,1
37450,1
37451,1
37452,1
37453,1
37454,1
16852,0
37420,1
37456,1
16856,1
37437,1
37318,1
37436,1
37417,1
37418,1
37419,1
37460,0
16846,1
37482,1
16849,0
37479,1
37468,1
37461,0
37462,1
16851,1
16850,1
37463,1
37464,0
37465,1
37481,0
37466,1
37467,1
37469,1
37478,1
16848,1
37470,1
37471,0
37472,1
37480,0
37499,1
37483,1
37491,1
37484,0
37485,0
37486,1
16845,1
37487,1
16844,1
37489,1
37490,1
16843,1
37498,1
37492,0
16842,1
37493,1
16841,0
37494,1
37495,0
37496,1
37497,1
37376,1
37368,0
37369,0
37370,1
16997,1
36948,1
36949,0
36950,0
36952,1
36961,1
36953,1
36954,0
36955,1
36956,1
36957,0
36958,1
16996,0
36959,1
36960,1
16995,1
36899,1
17013,1
36897,0
36947,1
36946,0
36945,0
36977,0
36970,1
36971,1
16988,1
36972,1
36973,1
36974,0
36975,1
36976,1
16987,0
36944,1
36978,1
36979,1
36963,1
16994,1
36962,0
36951,1
16999,1
16998,0
36855,0
36837,1
36838,1
36825,1
17035,1
17041,0
17046,1
17045,0
17044,0
36823,1
36824,1
17043,0
36826,1
17034,0
17042,1
36827,1
17040,1
36835,0
17039,1
17038,0
36828,1
36829,0
36836,1
36854,1
17033,0
36846,1
36839,1
36840,0
36841,1
36842,1
36843,1
36844,1
36845,1
17032,1
17031,0
17027,1
36847,1
36848,1
36849,1
17029,1
36850,1
36851,1
36852,1
17028,1
36969,0
36968,0
16989,1
36927,0
36920,1
17005,0
36921,1
36922,1
36923,0
36924,1
36925,1
36926,1
36928,1
16925,1
36929,1
36930,1
36931,0
36932,1
17004,1
36933,1
17003,1
36934,1
37143,0
37144,1
17002,1
37387,1
16870,0
16869,1
16868,0
37372,1
37373,1
37374,1
37375,1
37377,1
37378,1
37386,0
37379,1
16867,1
37381,1
16866,1
37382,1
37383,1
37384,1
37385,1
36935,1
36937,0
36967,0
17001,1
36915,0
36916,1
36917,1
17011,1
17010,0
36919,0
17009,0
36941,1
17000,1
36913,1
36943,1
16993,1
16992,0
36964,0
36965,1
16991,1
36966,1
16990,1
36914,1
36912,1
36938,1
36902,1
36939,0
36940,1
17006,1
17007,1
36981,1
17008,1
36900,1
36901,1
36903,1
36911,1
36904,1
36905,0
36906,1
36907,0
17012,1
36908,0
36909,1
36910,1
37448,1
37447,1
37446,1
37240,1
33698,0
33699,0
18121,1
33706,1
33700,1
18120,0
33701,0
33702,1
18119,1
18118,1
33703,1
18117,0
33704,1
33705,1
35393,1
17421,1
35395,1
37246,1
37248,0
18123,0
33697,1
18124,1
33720,1
18111,1
33718,1
18110,1
18109,0
18108,1
18107,1
18106,1
33719,1
33721,1
33695,1
33708,1
18116,0
33707,0
18122,1
18127,1
18126,0
18125,0
33694,1
37249,1
37250,0
37251,1
37230,1
37223,1
37224,1
37225,1
37226,0
37227,1
37228,1
16891,1
37229,1
37231,0
16892,1
37232,1
37233,0
16890,0
37234,0
37235,1
37236,1
37237,1
37238,1
37244,0
37245,1
37252,1
37261,1
37253,1
37254,1
37255,0
37256,1
37257,0
37258,1
37259,1
37260,1
37262,0
37247,1
37263,1
37264,1
37265,0
37266,0
37267,1
16889,1
37268,0
37269,1
33717,0
18112,1
18113,0
18135,1
33677,1
18138,0
18137,1
33678,1
33679,1
33680,1
33681,1
18136,0
18134,1
33723,1
18133,0
33682,1
33683,0
33684,1
18132,1
18131,1
18130,0
33685,1
33691,1
33724,0
33687,1
33774,1
18085,1
33767,1
33768,1
33769,1
33770,0
33771,0
33773,1
33780,1
33775,1
33725,1
18084,1
33776,1
18083,1
33777,1
18082,1
33778,0
33779,0
18081,1
33686,1
18129,1
18114,0
33692,1
18142,1
33671,1
33672,1
18141,0
33673,0
33690,1
18128,1
33722,1
33709,0
33668,1
33710,1
33711,1
18115,1
33712,0
33713,1
33714,1
33715,1
33716,0
33669,0
33667,1
33688,0
33660,1
33689,1
18140,0
33676,1
33675,0
33665,0
33659,0
18149,1
18148,1
33661,1
33666,1
18147,1
18146,0
33662,0
33663,1
18145,1
18144,1
33674,1
18143,0
37239,1
37241,1
37445,1
37242,1
16908,1
37183,1
16900,1
16899,1
37204,1
37205,1
16898,1
37206,1
37207,1
37208,1
16897,0
37210,1
16896,0
37211,0
16895,0
16894,1
37212,1
37213,0
37214,1
37182,0
37181,1
16919,0
37153,1
16923,1
16922,0
37148,1
16921,0
37149,1
37150,0
37151,1
37152,1
37154,1
37163,1
37155,0
37156,0
37157,1
37158,1
37159,1
37160,1
37161,1
16920,0
37215,1
37216,0
16893,0
37317,1
37197,1
37198,1
37199,1
16904,1
37200,1
37201,1
37315,0
37316,1
16857,1
37195,1
16855,1
37438,0
37439,1
37440,1
37441,1
37442,1
37443,1
37444,0
37196,1
37194,1
37217,1
37186,0
37218,1
37219,1
16901,1
16902,1
16903,1
37193,1
37184,0
37185,1
37187,1
16905,1
37188,0
37189,1
37190,1
37191,1
16907,0
37192,0
16906,0
37202,0
16924,0
37146,1
37145,0
37294,1
37310,1
16878,0
37311,1
37312,0
37313,1
37314,1
37296,1
37295,1
37281,1
16879,0
37273,1
37274,1
37275,1
37276,0
37277,1
16887,1
37278,0
37279,1
37309,1
16880,0
16886,1
16883,1
37243,1
37270,1
37271,1
16888,1
37272,0
37297,1
37298,0
37299,0
37301,1
37308,1
37302,1
16882,1
37303,1
37304,0
37305,1
37306,0
37307,1
16881,1
37280,1
37282,0
16918,1
16912,0
16915,1
37173,1
16914,0
37174,1
37175,0
37176,1
37177,1
16913,1
16911,0
16916,1
37178,1
37179,0
37180,0
16910,1
16909,1
37166,1
37164,0
37220,0
37172,0
37171,1
16884,0
37291,1
37283,0
37284,0
37285,1
37286,1
37287,1
37288,1
16885,1
37290,0
37292,1
16917,1
37222,1
37221,0
35396,0
37165,1
37167,1
37168,0
37169,1
37170,1
36830,0
36831,1
36832,0
38180,1
37940,0
16771,1
16770,0
16769,1
37942,0
37944,1
37953,0
37945,0
37946,0
37947,1
37948,0
37949,0
37950,1
16768,1
37951,1
37952,1
16767,0
38069,1
16739,0
37939,1
37938,1
37937,1
37973,1
37967,1
37968,0
37969,0
16766,1
37970,0
16765,1
37971,0
37972,0
16764,0
37936,0
37974,1
37975,1
37976,0
37956,1
37955,1
37954,1
37943,1
37935,1
37882,0
38188,0
38190,0
16721,0
38187,1
16738,0
38186,0
38167,1
38168,1
38169,1
38170,1
38171,1
38172,1
38211,0
38173,1
16720,1
38174,1
38175,1
38176,1
16719,0
38177,1
38178,1
38189,1
38210,1
38191,1
38200,1
38192,0
38193,1
38194,1
38195,0
38196,1
38197,1
38198,1
38199,0
38201,0
38209,1
38202,1
38203,1
38204,1
38205,1
38206,0
38207,1
38208,1
16716,1
37966,1
37965,1
37964,1
37915,0
16763,0
37978,0
37932,1
37910,1
37911,0
37912,0
37913,1
37914,0
37916,0
38043,1
37917,0
37918,1
37919,1
16775,0
16774,0
37922,0
37923,1
37924,1
37979,1
38042,0
37925,0
38031,0
38025,1
16746,1
38026,1
16745,1
38027,1
38028,1
38029,0
38030,0
38033,1
16743,0
38044,1
38034,1
38035,0
38036,1
38037,1
16744,1
38039,1
38040,0
16773,0
37926,1
37963,1
37931,1
37898,1
37899,1
37900,1
37901,1
37902,0
37903,0
37904,1
37905,0
37933,1
37896,1
37977,0
37934,1
37957,1
37958,1
37959,1
37960,1
37961,1
37962,1
37897,0
37906,1
16772,1
37884,0
37927,1
37928,1
37929,1
37930,1
37909,0
37908,0
37907,1
37894,0
37885,1
37895,1
37886,1
37887,1
37888,1
37889,1
37890,1
37891,1
37892,1
37893,0
38179,1
38181,0
38032,0
16718,1
38117,1
38119,1
38163,1
38120,1
16728,1
38146,1
38147,0
38148,0
16727,1
38149,0
38150,1
16726,0
38151,1
16725,1
16724,1
38152,0
38153,1
38154,1
38155,1
38091,1
38090,0
38089,1
38078,1
38071,1
38072,1
16737,1
38073,1
16736,0
38075,1
